trial_id,learning_rate,gamma,batch_size,memory_size,target_update,eps_start,eps_end,eps_decay,initial_exploration,avg_score,final_scores,total_episodes,max_episodes,early_stopped,stop_reason,device_used,success,seed
256,0.0007866410792488573,0.9144418597158013,128,77898,1000,0.9053801847404342,0.09792224631710048,0.9971936387042798,1715,9.9,"[8, 10, 9, 12, 11]",200,200,False,completed,cuda,True,260432
152,0.006299433762218463,0.9610269741841193,64,33700,100,0.9391698744954277,0.05855597556436143,0.9931595808858614,719,144.3,"[118, 128, 170, 186, 218]",200,200,False,completed,cuda,True,177624
263,0.001009522603846669,0.9946735528114287,32,80698,1000,0.9663923137011782,0.09948343319441966,0.9956456594750678,1936,10.9,"[10, 13, 10, 10, 15]",200,200,False,completed,cuda,True,288672
268,0.0007508516114811631,0.9508039367585198,16,12612,100,0.9482373016949209,0.08093742356982443,0.9945474705622523,1955,9.7,"[10, 10, 10, 10, 8]",200,200,False,completed,cuda,True,293672
266,0.002799537525617759,0.9861929485482627,64,81648,1000,0.936768337633505,0.07552443539198507,0.9940542819860555,1785,13.1,"[10, 10, 42, 10, 9]",200,200,False,completed,cuda,True,270432
260,0.0017735495063630866,0.9832607159092823,128,73806,1000,0.9596989902574316,0.03704816830716855,0.9982028613567221,1208,10.4,"[11, 11, 13, 8, 11]",200,200,False,completed,cuda,True,286500
141,0.007008514895379372,0.9667730212607568,64,11646,100,0.9143304051399476,0.06931540461901724,0.9921413348238601,701,120.9,"[117, 98, 79, 92, 215]",200,200,False,completed,cuda,True,164524
262,0.00020246657639386276,0.9602115453821938,32,15096,1000,0.9472891173173243,0.03845017854576268,0.9905979029506555,999,9.4,"[10, 10, 9, 8, 10]",200,200,False,completed,cuda,True,289372
261,0.008993862990223162,0.992000167620185,16,63155,100,0.9530228304245594,0.02290690277345639,0.9903304708093152,1252,15.0,"[9, 10, 18, 31, 31]",200,200,False,completed,cuda,True,283520
269,0.000996664562904331,0.9001432662286278,32,36052,500,0.9701091999008874,0.09920646628059879,0.9927474360889113,1676,10.4,"[9, 10, 11, 13, 12]",200,200,False,completed,cuda,True,294672
273,0.000587207724916424,0.961325498895965,128,94793,1000,0.9360041652615942,0.05428731779560029,0.9976851059727565,1994,11.4,"[14, 13, 11, 12, 9]",200,200,False,completed,cuda,True,300372
272,0.0003251157370689005,0.9359651443803805,128,52994,100,0.9649840595739327,0.058821124320108296,0.9935549956361985,1388,9.7,"[9, 10, 9, 11, 11]",200,200,False,completed,cuda,True,295524
265,0.00037471407110200086,0.9370214618047038,16,48038,100,0.9083087752913026,0.03453444815432913,0.9980353185482571,519,23.7,"[18, 23, 29, 40, 37]",200,200,False,completed,cuda,True,292208
271,0.00010002139818484681,0.9828303361030081,16,86928,1000,0.940437870442077,0.039285196967165766,0.9988763173181806,1133,9.9,"[10, 12, 8, 10, 10]",200,200,False,completed,cuda,True,297500
274,0.0002515056956131394,0.9298562815134395,32,20140,100,0.9973174997954403,0.0643933700340711,0.9948169235550491,1204,10.2,"[10, 9, 11, 9, 10]",200,200,False,completed,cuda,True,296520
270,0.008090069271264372,0.9966333341704222,64,26348,500,0.932119937429459,0.053539869071034606,0.9961570726291982,1625,14.2,"[17, 11, 13, 12, 14]",200,200,False,completed,cuda,True,274432
276,0.00015343286537100573,0.9841237943952742,64,77624,1000,0.9824668511083309,0.014962711925169112,0.9978293460768729,1443,9.1,"[9, 9, 10, 9, 10]",200,200,False,completed,cuda,True,303372
280,0.0017709902118323141,0.945067562529345,32,49001,100,0.9237285408224356,0.05575231092987361,0.9977610457975324,1937,10.7,"[11, 9, 10, 11, 11]",200,200,False,completed,cuda,True,302520
281,0.00016808580284352446,0.9579853970858797,32,43915,1000,0.9773827932981161,0.08023922299411797,0.9922451945176647,1631,9.9,"[10, 11, 8, 10, 11]",200,200,False,completed,cuda,True,285432
275,0.004737977589336548,0.9563397720461677,16,32043,100,0.9606725081856459,0.053730863325181344,0.9974877689157141,1683,39.5,"[13, 42, 57, 52, 131]",200,200,False,completed,cuda,True,300672
226,0.003562049594049016,0.9242774529518144,32,94639,100,0.9846330894363119,0.05040442887754622,0.9987291101973743,1508,171.5,"[166, 184, 179, 185, 178]",200,200,False,completed,cuda,True,247640
283,0.0002584787216223496,0.9064619719550638,64,99729,100,0.9070894180422953,0.03064377986221809,0.9920685869536924,1767,9.7,"[10, 10, 11, 9, 10]",200,200,False,completed,cuda,True,305520
151,0.00879482455719333,0.9430457327514286,64,77961,100,0.9054881520356717,0.08505530091714314,0.9979441654872478,1050,248.6,"[214, 500, 104, 128, 139]",200,200,False,completed,cuda,True,176620
285,0.002526021207036134,0.916085201035021,128,83190,1000,0.9973471453641366,0.027677960824497264,0.9931745520580543,1883,9.8,"[10, 11, 8, 11, 11]",200,200,False,completed,cuda,True,310672
284,0.00040557601317552864,0.9703725712488075,128,91401,500,0.9248048695924992,0.0973118780930038,0.9934991396155116,1654,9.9,"[8, 9, 9, 11, 9]",200,200,False,completed,cuda,True,288432
282,0.0010131523364919133,0.9264109472874803,32,60823,100,0.9745501856065351,0.025367719422313514,0.9959464684785644,1193,15.7,"[29, 15, 16, 13, 13]",200,200,False,completed,cuda,True,309372
286,0.0007943488726069931,0.9438267205598428,16,47328,500,0.9875947586737633,0.0372700906708932,0.994078730400864,1674,11.2,"[15, 11, 12, 13, 12]",200,200,False,completed,cuda,True,307640
287,0.0003669003005580838,0.9146539498282075,64,74930,1000,0.9183799265101433,0.031505413348903055,0.9968619777158247,1543,9.5,"[10, 11, 10, 11, 9]",200,200,False,completed,cuda,True,309520
236,0.0009199605253997779,0.9152984986788093,64,77862,100,0.916100272320466,0.061095648139331125,0.9900877376480244,621,254.4,"[190, 255, 280, 236, 298]",200,200,False,completed,cuda,True,247748
278,0.008117106564451568,0.971050905418905,64,20722,500,0.9861779547545648,0.012665520619288693,0.9944499726298777,827,28.2,"[11, 22, 48, 44, 41]",200,200,False,completed,cuda,True,305208
288,0.00010299259447485157,0.94063399413601,64,69108,500,0.9225263087836911,0.0805567869230406,0.9973903566290212,1376,9.7,"[11, 9, 10, 9, 10]",200,200,False,completed,cuda,True,313620
246,0.007937727470393008,0.9065669865098002,16,20209,500,0.925497676348345,0.04863116519268543,0.9978873707080911,1255,207.8,"[194, 219, 252, 166, 198]",200,200,False,completed,cuda,True,270288
291,0.0010094302817018224,0.950400760816247,128,73474,500,0.9339121915848743,0.06666243162471779,0.9921288144929165,1786,10.2,"[10, 9, 10, 9, 12]",200,200,False,completed,cuda,True,318372
296,0.0007242170205108296,0.9284854166884176,16,63142,1000,0.9182962613196441,0.08123733676801932,0.9954768155350527,1908,9.2,"[10, 9, 9, 8, 9]",200,200,False,completed,cuda,True,321620
279,0.00020079855669341825,0.9579130892405908,128,40577,1000,0.9041520307874851,0.06535376831327373,0.9953377252854398,1358,18.9,"[21, 18, 14, 20, 26]",200,200,False,completed,cuda,True,305500
220,0.00255695693093339,0.9203499503809899,128,55264,100,0.9744088813543099,0.04442521838634752,0.9913479633990664,623,141.9,"[145, 145, 142, 130, 143]",200,200,False,completed,cuda,True,245808
290,0.00044645518044839967,0.9749243355068969,64,64346,500,0.9933308399449787,0.02076451894480979,0.993822395148641,813,9.3,"[10, 9, 9, 10, 8]",200,200,False,completed,cuda,True,294432
297,0.0005217548270971895,0.9673603232093787,128,86200,500,0.9221258650601475,0.05615485508463142,0.9905497847657382,1188,9.1,"[9, 10, 9, 9, 9]",200,200,False,completed,cuda,True,321288
295,0.004504798870708491,0.9986818894841373,16,93242,1000,0.9023768245770047,0.09587657826422626,0.995415692377356,1061,10.7,"[16, 9, 10, 10, 10]",200,200,False,completed,cuda,True,322208
294,0.0001095600551118868,0.9119599483202943,32,31881,100,0.933839202519363,0.027852480447572443,0.9922963648360654,676,9.5,"[11, 9, 8, 9, 10]",200,200,False,completed,cuda,True,305748
293,0.0003604882952223013,0.9023878340917849,16,61607,1000,0.9688895252897017,0.01822599952753269,0.9984462837609165,690,9.4,"[9, 11, 8, 9, 10]",200,200,False,completed,cuda,True,315520
301,0.0003118877547589903,0.9154190766543872,32,34685,500,0.9581637659274024,0.057680121286309394,0.9947642570547631,1490,8.8,"[9, 9, 8, 11, 8]",200,200,False,completed,cuda,True,326808
299,0.00012377091949905333,0.990871602066383,64,93409,1000,0.9523746908282624,0.03676645859874936,0.9975535222763027,1524,10.2,"[12, 10, 12, 9, 11]",200,200,False,completed,cuda,True,324620
292,0.002007329557671776,0.9721851606492281,128,16514,500,0.9173530089003593,0.09503463866256609,0.998892568388847,969,74.6,"[63, 33, 171, 88, 84]",200,200,False,completed,cuda,True,313640
298,0.0033401862469058068,0.9855342354876111,32,88788,500,0.9289756618493274,0.08286909406088523,0.9942573208566715,682,24.9,"[9, 9, 14, 34, 24]",200,200,False,completed,cuda,True,325372
304,0.0002323438721294373,0.9538753633572937,32,12012,500,0.9334301357527808,0.09214822341262756,0.9969253048796287,1293,9.4,"[11, 10, 9, 10, 9]",200,200,False,completed,cuda,True,331208
306,0.0003680147101112202,0.919451225032509,128,40774,100,0.9526516375852909,0.01644637816291216,0.9977283511395847,1259,9.7,"[9, 10, 8, 10, 10]",200,200,False,completed,cuda,True,328520
300,0.00018630213413247014,0.9430344837384788,32,23941,1000,0.9663949504730742,0.04948596132851374,0.991097739876553,1480,10.4,"[12, 11, 9, 9, 12]",200,200,False,completed,cuda,True,326500
303,0.0021855660996624015,0.9640717951175332,64,87852,1000,0.914340543389613,0.08784162322164968,0.997961379935265,780,9.6,"[12, 9, 9, 10, 10]",200,200,False,completed,cuda,True,327288
255,0.006545887176525673,0.9504200842044758,16,86936,100,0.9763590550169793,0.0865836552909517,0.9965391740668266,988,198.7,"[274, 170, 183, 202, 191]",200,200,False,completed,cuda,True,280492
307,0.00018193684674495437,0.9942752159708643,16,35725,500,0.9662558879120056,0.083147658172136,0.9987155518984641,982,9.9,"[10, 10, 12, 9, 8]",200,200,False,completed,cuda,True,332808
305,0.0005888308426256416,0.995570003537336,64,37103,100,0.9132119756789646,0.08673865983505974,0.9920404599644022,704,21.5,"[24, 29, 30, 20, 37]",200,200,False,completed,cuda,True,316748
312,0.0003316993009957872,0.978507222296955,64,67677,100,0.9466606506305355,0.05354240266408705,0.9979980137676818,1893,9.6,"[10, 10, 9, 10, 8]",200,200,False,completed,cuda,True,334520
313,0.0002267469010378857,0.9969664446927121,128,38152,1000,0.9194584833557976,0.0969293482407302,0.9934465863863938,1653,9.7,"[10, 10, 9, 10, 10]",200,200,False,completed,cuda,True,339500
308,0.00012777849296535424,0.9949530400116586,64,74495,100,0.9254535948179915,0.09538839767252429,0.9902645434095088,591,9.7,"[10, 10, 9, 12, 10]",200,200,False,completed,cuda,True,333620
315,0.0004312165441717765,0.9439438344939665,128,45469,100,0.9442141054708028,0.03963043928802395,0.9958765764606099,1457,9.7,"[8, 11, 10, 10, 9]",200,200,False,completed,cuda,True,340492
309,0.0009670765976194443,0.9436416897971044,16,15294,100,0.9798878333550998,0.011440480978306754,0.9907319072435193,668,18.2,"[12, 12, 12, 17, 61]",200,200,False,completed,cuda,True,330640
311,0.0001235634872065761,0.9302273032063437,32,63885,100,0.9215439413953438,0.07293054858745589,0.9988089645037903,836,9.9,"[11, 9, 10, 10, 9]",200,200,False,completed,cuda,True,338208
317,0.003954491313902837,0.9745639969183791,16,82081,100,0.9984539307234207,0.010146277846289664,0.9901180511734322,1408,20.7,"[27, 88, 10, 14, 17]",200,200,False,completed,cuda,True,328748
319,0.0001227034046103561,0.9432706620417736,16,16933,1000,0.9544759917087026,0.09310199897161446,0.9946812765912709,1692,10.0,"[11, 9, 11, 9, 10]",200,200,False,completed,cuda,True,345500
316,0.0003017128244130902,0.9383943173201285,128,21726,500,0.994586717097881,0.07205056009495978,0.9925221711235458,511,9.0,"[9, 8, 9, 8, 10]",200,200,False,completed,cuda,True,341808
302,0.0017595242311991732,0.9989519311015026,16,13829,100,0.9592039869815883,0.05662026269716489,0.9968600199390478,1258,71.2,"[47, 55, 54, 77, 115]",200,200,False,completed,cuda,True,306432
324,0.00011710532597631595,0.9675590138803076,64,42303,100,0.9649095597235176,0.08314078017314706,0.996109800342645,1400,9.6,"[10, 9, 10, 10, 9]",200,200,False,completed,cuda,True,335748
322,0.0009389954199636055,0.9370762328820819,32,89015,100,0.9237396965986915,0.05611623043035673,0.9940248190731342,911,11.5,"[14, 24, 8, 10, 10]",200,200,False,completed,cuda,True,343640
257,0.009919796085538838,0.9532979436690472,64,70371,500,0.9917034500413744,0.06986879349116505,0.9971489925135817,626,254.8,"[442, 210, 212, 173, 270]",200,200,False,completed,cuda,True,267112
318,0.0016806464970320464,0.9349149280259769,64,72824,500,0.9718665888378504,0.08147908956600136,0.9902981932966148,803,13.3,"[12, 14, 16, 16, 14]",200,200,False,completed,cuda,True,340520
320,0.00027671620657453833,0.9475313130256544,16,92603,500,0.998091372310815,0.08392416838822207,0.9916709147681598,1182,10.9,"[11, 11, 10, 10, 12]",200,200,False,completed,cuda,True,345620
325,0.00021141842981997163,0.9075755207380355,32,33558,1000,0.9210040084807505,0.07608032758381648,0.9912703566856789,886,9.8,"[11, 9, 11, 8, 11]",200,200,False,completed,cuda,True,351500
310,0.004508627076139118,0.9835161754164445,32,92781,100,0.970482972942466,0.09882958969532482,0.9900487545754654,1152,50.6,"[52, 50, 34, 29, 33]",200,200,False,completed,cuda,True,337372
267,0.0073608160692886174,0.9452713371868746,32,83369,100,0.926205082168094,0.046937525851142484,0.9929581690868966,1086,211.9,"[217, 166, 152, 177, 180]",200,200,False,completed,cuda,True,292624
326,0.0011767705950614313,0.9057346889431407,128,19503,500,0.9329187653282429,0.03826892048499198,0.9952399013173985,1697,14.9,"[10, 25, 13, 11, 14]",200,200,False,completed,cuda,True,351808
331,0.0003555186017185114,0.9209846618815443,16,93587,500,0.9005477634369963,0.022324520346660763,0.9961750240233097,1364,9.4,"[11, 11, 9, 9, 9]",200,200,False,completed,cuda,True,353520
314,0.0013566149943153335,0.9303543066358163,16,84194,100,0.9739637218618963,0.0821619255947512,0.9908526074141933,1907,96.8,"[70, 58, 90, 80, 92]",200,200,False,completed,cuda,True,338288
332,0.0008384588154031026,0.9729758105007154,32,78128,500,0.9227889289644066,0.030603720174865845,0.995691039393421,1583,9.3,"[11, 10, 9, 9, 8]",200,200,False,completed,cuda,True,357620
328,0.0003505545033268822,0.9239174820681719,16,12677,1000,0.9143072950334311,0.06542689579004225,0.9943671355344221,856,10.0,"[10, 10, 9, 10, 13]",200,200,False,completed,cuda,True,339748
323,0.000456941270902942,0.9936261182634295,128,59069,100,0.9804387250398638,0.026679177402335448,0.9951797292418435,1343,9.4,"[10, 9, 9, 9, 9]",200,200,False,completed,cuda,True,350208
330,0.00010398189220567461,0.9476295724981083,16,20511,500,0.9823295420899214,0.06206558127129503,0.9931884240957484,1014,9.5,"[9, 9, 9, 10, 8]",200,200,False,completed,cuda,True,340112
327,0.00017039109828738432,0.9029442899558253,32,64223,500,0.987549519624647,0.05132980640996068,0.9936297018554168,689,10.0,"[10, 12, 8, 9, 9]",200,200,False,completed,cuda,True,331432
329,0.0001527248798305925,0.9686586094584804,64,51072,500,0.9736004774484952,0.04904973309542934,0.9935346763162859,699,9.8,"[9, 9, 10, 11, 10]",200,200,False,completed,cuda,True,350640
339,0.00034110694804616976,0.9638516577098717,32,68123,1000,0.9329593496029385,0.048874146934942506,0.9936463104155142,1667,9.6,"[10, 9, 9, 10, 10]",200,200,False,completed,cuda,True,364620
335,0.002661464453753887,0.9590099335211881,128,39801,500,0.9257535751456254,0.031075344938223545,0.9933559723920615,1754,15.7,"[30, 15, 8, 13, 12]",200,200,False,completed,cuda,True,360624
342,0.005365892715907684,0.9153115311608119,64,31185,1000,0.9868793093953132,0.06902915389456697,0.9935326516173136,1109,10.3,"[10, 10, 10, 11, 12]",200,200,False,completed,cuda,True,352112
343,0.00019356022003337128,0.9322671883960798,16,80702,100,0.9874362550841604,0.03139792036738068,0.9989173935551925,1223,9.5,"[10, 10, 9, 10, 11]",200,200,False,completed,cuda,True,347432
341,0.0007460999284818172,0.9257811172911963,128,12539,500,0.9199706583107503,0.06654709328402726,0.9969544360676212,955,9.6,"[10, 10, 9, 10, 9]",200,200,False,completed,cuda,True,368208
340,0.007859547741710616,0.9504125229091286,32,42515,1000,0.9533097541683645,0.048165273811323246,0.9952412424736117,957,12.5,"[11, 10, 11, 16, 14]",200,200,False,completed,cuda,True,351748
59,0.0005983664684878639,0.9095881297425537,64,84853,100,0.9772981425352676,0.054350127300743394,0.9949355741445838,1782,278.9,"[270, 290, 246, 272, 256]",200,200,False,completed,cuda,True,80540
345,0.0004543228517752641,0.9481825610776029,32,72682,1000,0.9525705044924154,0.04794098339139177,0.9934400162498447,1195,9.3,"[11, 8, 9, 9, 9]",200,200,False,completed,cuda,True,370620
348,0.00019315617342253308,0.9037051384414072,128,59565,1000,0.9301188949383971,0.018038092619094018,0.9901019940737729,1468,9.3,"[8, 8, 11, 10, 8]",200,200,False,completed,cuda,True,352432
346,0.00012864765906108743,0.9594509065465514,64,14120,1000,0.9374327262247624,0.04591472628185796,0.9907426435600887,1207,8.8,"[9, 8, 9, 8, 9]",200,200,False,completed,cuda,True,371624
344,0.0008091875488821744,0.9186148191566595,32,68571,1000,0.9594281927152735,0.09734650299147694,0.994923707077148,933,22.6,"[11, 33, 25, 18, 20]",200,200,False,completed,cuda,True,365640
349,0.00016027756423653557,0.9791171583047129,32,51857,100,0.948612978855163,0.03272141774774451,0.9989546588553938,1473,9.9,"[10, 9, 9, 9, 10]",200,200,False,completed,cuda,True,376208
337,0.0007229915209627084,0.9647449788691305,32,22954,500,0.9383212315163021,0.07974701177752995,0.9902670153092602,668,22.8,"[18, 26, 24, 25, 18]",200,200,False,completed,cuda,True,359520
352,0.00021604531555669156,0.9079184269245318,128,17118,100,0.9353452630066191,0.012737978518893758,0.9916648164123574,1453,9.1,"[10, 9, 9, 8, 9]",200,200,False,completed,cuda,True,377620
353,0.007657028982170597,0.9642552229598399,128,11944,100,0.9157644611927828,0.03622277045065564,0.9970522858022458,1901,10.1,"[13, 9, 9, 12, 9]",200,200,False,completed,cuda,True,357432
354,0.0004139831343372186,0.9111522763609096,128,17603,500,0.9729481624915699,0.051004307550247076,0.9983764824185704,1791,10.9,"[16, 9, 12, 9, 11]",200,200,False,completed,cuda,True,379624
351,0.00011759953948211238,0.9147625342145754,16,68171,1000,0.9925461367757734,0.038774705849564925,0.9958168610365484,1652,10.8,"[10, 11, 12, 12, 12]",200,200,False,completed,cuda,True,372540
333,0.002544078690866704,0.975039298980987,32,53770,100,0.9979419419182175,0.04481663051312191,0.998413864669889,1884,169.6,"[165, 132, 180, 175, 226]",200,200,False,completed,cuda,True,359500
357,0.006716440972214077,0.985374246108706,16,47444,500,0.9228740022427125,0.03827357739139613,0.9973285160507153,1374,10.3,"[9, 10, 11, 8, 10]",200,200,False,completed,cuda,True,379520
359,0.00011512064927838339,0.9096859136044375,64,88164,1000,0.9872195323149091,0.06613024027425851,0.9947170283659521,1254,9.8,"[10, 9, 11, 10, 10]",200,200,False,completed,cuda,True,363432
355,0.003240455094205813,0.9478359041849421,64,32415,500,0.9790090141861848,0.0921177325209341,0.9989628095185058,1673,17.4,"[12, 24, 9, 23, 11]",200,200,False,completed,cuda,True,376640
362,0.0077034710417532275,0.9552426793800314,128,39931,500,0.9742399664967132,0.0397958982860463,0.9981425427011898,1681,10.2,"[11, 11, 10, 9, 10]",200,200,False,completed,cuda,True,388500
361,0.002178820633730961,0.9511849838135291,16,17838,500,0.9965689594447029,0.06929878139294345,0.9932131732008872,834,10.9,"[10, 9, 11, 10, 10]",200,200,False,completed,cuda,True,382540
364,0.00022781770419960664,0.9619261998858651,16,19741,100,0.9381875011131059,0.06279559104921778,0.9962876501234212,1214,10.1,"[10, 11, 13, 8, 9]",200,200,False,completed,cuda,True,368432
347,0.0035730088111933242,0.9076313122248499,32,84780,100,0.961922254739189,0.021069079802569918,0.994457192316556,1091,139.6,"[114, 136, 196, 172, 145]",200,200,False,completed,cuda,True,357112
365,0.0002942890289571783,0.994622531939669,16,79653,1000,0.9998743920234565,0.01611363276746164,0.9947502247460213,1309,9.2,"[10, 9, 9, 9, 9]",200,200,False,completed,cuda,True,386640
356,0.0016811301542841261,0.9353407249400983,64,25885,100,0.924915464866318,0.06224589198763503,0.9955021499219443,950,81.4,"[187, 62, 74, 57, 91]",200,200,False,completed,cuda,True,383208
366,0.000180873123277125,0.9700963144947552,128,73090,100,0.9623601858421242,0.08756793738804466,0.9958914412705379,1381,9.5,"[9, 9, 11, 10, 9]",200,200,False,completed,cuda,True,392500
363,0.0012342382882042048,0.958421132123417,32,32194,1000,0.960598289083739,0.015020993602548532,0.9954857114654599,677,10.8,"[8, 10, 8, 9, 9]",200,200,False,completed,cuda,True,385520
368,0.0012709700905108748,0.9452867636578531,16,84956,500,0.9327938379780986,0.08934216604621849,0.9957944283958894,1399,10.2,"[9, 10, 12, 10, 10]",200,200,False,completed,cuda,True,372432
367,0.001129870672514937,0.9136032702775029,16,65977,1000,0.9876626333714235,0.011251028887990813,0.9935114102632052,1052,9.4,"[10, 10, 9, 11, 8]",200,200,False,completed,cuda,True,388540
372,0.00018337957117891946,0.9884086035463846,64,22640,500,0.9453307640363369,0.04668823870803039,0.9900308704281678,1614,9.2,"[9, 8, 11, 10, 8]",200,200,False,completed,cuda,True,398500
374,0.0003875677924672061,0.9213495163397848,32,60117,1000,0.9706947736551632,0.09299762471172494,0.9944344987116005,1985,10.3,"[9, 10, 9, 11, 10]",200,200,False,completed,cuda,True,378432
373,0.00014137305007514035,0.9195082757223599,64,25384,100,0.9910235466531623,0.015558715250602767,0.9955515787695295,1266,9.6,"[10, 11, 9, 9, 9]",200,200,False,completed,cuda,True,395520
289,0.008315834346580373,0.9593344125125369,16,88931,100,0.9473992721850883,0.013966493072783786,0.9907092200478068,572,203.2,"[172, 226, 231, 189, 188]",200,200,False,completed,cuda,True,314672
369,0.0009430571661512243,0.9387184937346033,32,19214,100,0.9141430525228764,0.060536221935010286,0.9905320279362335,1338,20.7,"[20, 14, 16, 24, 15]",200,200,False,completed,cuda,True,379112
377,0.0016679924918788177,0.9948249980669528,64,82686,1000,0.9931691962190988,0.018360457512905153,0.991352442291552,1321,8.9,"[8, 9, 9, 9, 9]",200,200,False,completed,cuda,True,381432
370,0.004206502212638273,0.9381617944699033,64,37431,1000,0.9958260567174956,0.08585219391879723,0.9987684601279012,929,14.5,"[10, 10, 8, 28, 10]",200,200,False,completed,cuda,True,391640
375,0.00011141834808426444,0.9762610473205822,64,66609,500,0.9795563037066303,0.01294195718753007,0.9969371370629839,849,8.9,"[8, 9, 9, 9, 10]",200,200,False,completed,cuda,True,396540
378,0.009107229001030566,0.9632148700569831,64,19795,1000,0.9594028134981972,0.02627103503833072,0.996707830279572,1455,15.1,"[19, 19, 10, 17, 11]",200,200,False,completed,cuda,True,400520
383,0.00512837539023264,0.9594166511596834,128,89995,100,0.9350069005459216,0.09372398759627068,0.9964592688714842,1985,10.6,"[10, 12, 10, 12, 11]",200,200,False,completed,cuda,True,404540
381,0.001018746528937277,0.9263125276246241,32,29956,500,0.9123295317804934,0.0738669968312,0.9911543388864461,1601,10.5,"[9, 10, 9, 12, 9]",200,200,False,completed,cuda,True,385432
334,0.003299970569294019,0.9630071861129215,32,79865,100,0.9595553575838399,0.09856183251114986,0.998124910276629,1254,178.2,"[180, 189, 160, 174, 157]",200,200,False,completed,cuda,True,361372
250,0.00034712773542074077,0.9018020212086155,128,74166,500,0.9515520959302273,0.03628160902011377,0.9913050032338965,1061,429.4,"[432, 415, 401, 474, 500]",200,200,False,completed,cuda,True,252996
382,0.0022545227511543784,0.9833749600592082,16,84812,100,0.9647494543536549,0.011704657751537449,0.9944093085466493,1374,15.9,"[11, 33, 22, 12, 9]",200,200,False,completed,cuda,True,403640
376,0.00010074759444135866,0.9702974161897697,128,41268,1000,0.9481525335967833,0.07369097022578511,0.9914051359432073,1337,9.8,"[8, 9, 10, 13, 10]",200,200,False,completed,cuda,True,402500
384,0.00016079317546796641,0.9543152602768387,32,68926,100,0.9552826056687747,0.08504255215297223,0.9903201441328395,1539,9.7,"[10, 11, 10, 10, 9]",200,200,False,completed,cuda,True,406520
387,0.0004136096996762777,0.9552124417281547,16,18157,100,0.9442740350639779,0.04792634391591349,0.9956992713486134,1910,9.6,"[10, 10, 9, 8, 9]",200,200,False,completed,cuda,True,414372
389,0.00045504567843824553,0.9540494844274388,128,11848,500,0.9547244610216498,0.05388725194846553,0.9906464750153633,1947,9.3,"[10, 8, 8, 10, 11]",200,200,False,completed,cuda,True,410640
385,0.002589702971016501,0.9379880706363782,128,93747,500,0.9413773015647721,0.032933470491032235,0.9937178355616049,1929,9.8,"[10, 10, 10, 9, 10]",200,200,False,completed,cuda,True,406540
360,0.009017328288677297,0.9799739808906217,128,28501,100,0.9002797186115485,0.039318065954962844,0.9951841207105346,1104,125.8,"[124, 114, 126, 131, 123]",200,200,False,completed,cuda,True,385624
350,0.0035016190615377897,0.9847819793176538,64,31213,500,0.9001216378170127,0.0691953083880148,0.9916629695648899,728,212.7,"[232, 222, 229, 209, 199]",200,200,False,completed,cuda,True,361748
390,0.0009391230277335868,0.9934267636648328,16,41463,1000,0.9396338545065878,0.07135162352469622,0.9976165379144878,1494,10.7,"[11, 9, 10, 10, 10]",200,200,False,completed,cuda,True,416500
386,0.0008956495681873147,0.9681605211703371,32,68375,500,0.9765538453581037,0.05103445725116947,0.9971885886807736,1001,10.1,"[10, 10, 10, 9, 9]",200,200,False,completed,cuda,True,390432
393,0.0016809819465085987,0.9152909548489602,32,36581,1000,0.9620092785109158,0.07155411956730452,0.9968130054970259,1786,9.6,"[10, 11, 8, 9, 9]",200,200,False,completed,cuda,True,414640
388,0.0030486471754463903,0.9642406740766265,32,30038,100,0.9044653259523285,0.08387455094265214,0.9985516404613943,1514,42.4,"[22, 51, 45, 28, 72]",200,200,False,completed,cuda,True,390996
398,0.000910777507627091,0.9282352155933948,64,51298,500,0.9363239771594511,0.022920154123991378,0.9957939373744161,1738,9.3,"[11, 10, 10, 9, 9]",200,200,False,completed,cuda,True,402432
396,0.0013468824069854182,0.9128528991812693,128,37680,500,0.9756520520899319,0.0752201322014681,0.995050550715448,1697,10.0,"[9, 9, 9, 10, 10]",200,200,False,completed,cuda,True,407748
397,0.0007634763325391346,0.994421237425676,32,50880,500,0.915419281372506,0.041443231920661364,0.9917476980789611,1368,10.1,"[10, 9, 11, 10, 10]",200,200,False,completed,cuda,True,423500
400,0.006641653719883724,0.9168534276321328,16,67690,1000,0.916180207283304,0.03428252583154031,0.9971241540835185,1563,10.0,"[8, 10, 9, 9, 17]",200,200,False,completed,cuda,True,402996
394,0.003663749452689452,0.9776153710039215,32,37055,1000,0.9974955842418652,0.08853286374296813,0.9946860411772485,1296,12.9,"[11, 10, 16, 10, 10]",200,200,False,completed,cuda,True,415540
264,0.0038173131435821064,0.9162789468603745,64,12782,100,0.9218541209736965,0.08372967652577978,0.997122485313876,708,202.7,"[345, 173, 175, 251, 196]",200,200,False,completed,cuda,True,266044
392,0.006697897050273514,0.922426259121512,16,90112,100,0.969822648599501,0.0718957862311049,0.9988072216390016,1748,94.4,"[124, 86, 99, 128, 97]",200,200,False,completed,cuda,True,419372
380,0.007472234562263728,0.9070484617695174,32,18375,500,0.9168828617106206,0.024312952109973772,0.991992539934684,1717,79.7,"[143, 100, 57, 183, 146]",200,200,False,completed,cuda,True,390112
395,0.0011519512169260826,0.9311073966145387,64,34999,500,0.9118111296084288,0.08766166835044452,0.9949120263637182,771,13.0,"[12, 15, 13, 10, 12]",200,200,False,completed,cuda,True,420624
